Employee_ID,Employee_Name,Gender,Age,Department,Job_Role,Location,Employment_Type,Joining_Date,Exit_Date,Years_at_Company,Total_Work_Experience,Education_Level,Salary,Performance_Rating,Job_Satisfaction,Work_Life_Balance,Monthly_Hours,Overtime_Hours,Attendance_Percentage,Projects_Completed,Training_Hours,Promotions,Sick_Days,Manager_Rating,Employee_Engagement,Attrition,Attrition_Reason,Remote_Work,Active_Employee,Exited_Employee
EMP08523,Employee_08523,Male,30,Operations,Supply Chain Analyst,Ahmedabad,Full-Time,2023-04-02,2026-07-31 00:00:00,3.3,7.7,Bachelor's,1109717,3,2.0,4,113,4,96.9,4,21.0,0,0,2.0,3,No,Not Applicable,Yes,1,0
EMP08524,Employee_08524,Female,26,Sales,Sales Executive,Chennai,Full-Time,2025-10-08,2026-07-31 00:00:00,0.8,3.0,Master's,1025155,5,4.0,2,188,21,97.1,3,40.0,1,5,5.0,3,No,Not Applicable,Yes,1,0
EMP08525,Employee_08525,Female,28,Operations,Process Associate,Mumbai,Full-Time,2017-09-06,2019-09-06 00:00:00,8.9,9.9,Bachelor's,1320203,3,3.0,3,155,6,91.1,2,20.0,1,4,3.0,2,No,Not Applicable,No,1,0
EMP08526,Employee_08526,Female,42,Marketing,Digital Marketing Specialist,Mumbai,Full-Time,2025-05-09,2026-07-31 00:00:00,1.2,2.5,PhD,1223228,3,3.0,4,204,9,93.0,5,24.0,0,6,1.0,3,No,Not Applicable,Yes,1,0
EMP08527,Employee_08527,Female,30,Sales,Business Development Executive,Ahmedabad,Full-Time,2020-05-09,2024-11-09 00:00:00,6.2,13.0,PhD,1550144,4,4.0,4,169,19,88.4,6,28.0,1,4,4.0,3,No,Not Applicable,Yes,1,0
EMP08528,Employee_08528,Female,21,Operations,Process Associate,Hyderabad,Full-Time,2023-10-01,2026-07-31 00:00:00,2.8,4.0,Bachelor's,682613,3,2.0,3,187,13,89.1,3,39.0,0,4,3.0,2,No,Not Applicable,No,1,0
EMP08529,Employee_08529,Male,43,HR,HR Manager,Kolkata,Full-Time,2020-11-26,2026-07-31 00:00:00,5.7,10.7,Master's,1700859,3,5.0,2,143,0,90.7,3,34.0,0,4,2.0,3,No,Not Applicable,Yes,1,0
EMP08530,Employee_08530,Female,24,Marketing,SEO Specialist,Pune,Full-Time,2016-10-30,2024-01-30 00:00:00,9.7,17.6,Bachelor's,1493465,4,2.0,2,180,21,93.4,7,51.0,1,4,4.0,3,No,Not Applicable,No,1,0
EMP08531,Employee_08531,Male,46,Operations,Supply Chain Analyst,Mumbai,Full-Time,2015-12-07,2017-06-07 00:00:00,10.6,15.1,Bachelor's,1910147,3,4.0,4,164,2,97.0,10,25.0,2,5,3.0,4,No,Not Applicable,Yes,1,0
EMP08532,Employee_08532,Male,30,Operations,Process Associate,Chennai,Full-Time,2016-06-17,2019-03-17 00:00:00,10.1,16.1,MBA,1557896,4,4.0,4,163,17,93.2,6,19.0,2,2,3.0,5,No,Not Applicable,No,1,0
EMP08533,Employee_08533,Female,33,Marketing,Digital Marketing Specialist,Kolkata,Part-Time,2025-01-22,2026-07-31 00:00:00,1.5,0.5,Bachelor's,946361,4,3.0,4,163,25,94.4,5,25.0,0,9,4.0,4,No,Not Applicable,No,1,0
EMP08534,Employee_08534,Male,52,IT,QA Engineer,Hyderabad,Part-Time,2022-12-04,2026-07-31 00:00:00,3.7,9.7,Master's,2243961,4,4.0,4,164,27,100.0,2,31.0,2,2,4.0,4,No,Not Applicable,Yes,1,0
EMP08535,Employee_08535,Male,30,IT,System Administrator,Chennai,Full-Time,2017-03-30,2022-09-30 00:00:00,9.3,12.5,Bachelor's,1701846,4,3.0,4,189,12,96.3,3,27.0,3,4,4.0,4,No,Not Applicable,No,1,0
EMP08536,Employee_08536,Female,35,IT,Software Engineer,Mumbai,Full-Time,2016-02-25,2022-11-25 00:00:00,10.4,8.8,Bachelor's,1675797,4,2.0,4,171,1,96.5,5,36.0,2,6,4.0,5,No,Not Applicable,No,1,0
EMP08537,Employee_08537,Male,33,Sales,Sales Analyst,Mumbai,Full-Time,2021-12-21,2026-07-31 00:00:00,4.6,3.9,Diploma,1136328,4,2.0,5,188,15,95.3,8,29.0,1,1,4.0,4,No,Not Applicable,Yes,1,0
EMP08538,Employee_08538,Female,31,Operations,Supply Chain Analyst,Delhi,Full-Time,2015-03-22,2016-06-22 00:00:00,11.4,13.9,PhD,1551028,3,4.0,3,141,11,93.9,5,66.0,1,6,4.0,2,No,Not Applicable,Yes,1,0
EMP08539,Employee_08539,Male,28,Operations,Operations Executive,Kolkata,Full-Time,2016-10-21,2019-04-21 00:00:00,9.8,14.2,Master's,1453837,3,5.0,3,161,15,94.2,7,20.0,4,12,5.0,3,No,Not Applicable,Yes,1,0
EMP08540,Employee_08540,Female,35,Operations,Operations Executive,Hyderabad,Full-Time,2015-01-30,2018-10-30 00:00:00,11.5,11.8,Bachelor's,1511691,4,3.0,4,170,0,91.7,7,48.0,1,4,3.0,3,No,Not Applicable,No,1,0
EMP08541,Employee_08541,Male,22,IT,Software Engineer,Hyderabad,Full-Time,2018-04-06,2022-04-06 00:00:00,8.3,10.1,Bachelor's,1253931,5,3.0,5,148,29,96.4,6,63.0,0,9,5.0,3,No,Not Applicable,Yes,1,0
EMP08542,Employee_08542,Male,43,Marketing,Marketing Executive,Kolkata,Part-Time,2014-06-03,2019-09-03 00:00:00,12.2,16.6,Bachelor's,1849586,3,3.0,4,172,1,91.0,4,51.0,3,3,2.0,3,No,Not Applicable,Yes,1,0
EMP08543,Employee_08543,Male,27,Sales,Sales Analyst,Hyderabad,Full-Time,2017-01-19,2023-07-19 00:00:00,9.5,17.4,Bachelor's,1667658,4,3.0,3,189,29,89.7,6,70.0,5,6,3.0,3,No,Not Applicable,No,1,0
EMP08544,Employee_08544,Female,39,Finance,Finance Manager,Bengaluru,Full-Time,2014-12-05,2022-09-05 00:00:00,11.7,16.6,Bachelor's,2163526,4,4.0,1,160,1,97.9,8,33.0,4,7,3.0,3,No,Not Applicable,Yes,1,0
EMP08545,Employee_08545,Female,51,IT,Software Engineer,Delhi,Full-Time,2018-06-01,2019-06-01 00:00:00,8.2,9.9,MBA,1958309,4,4.0,4,200,19,94.7,8,30.0,0,10,4.0,4,No,Not Applicable,Yes,1,0
EMP08546,Employee_08546,Female,40,IT,QA Engineer,Kolkata,Full-Time,2024-12-05,2026-07-31 00:00:00,1.7,4.2,Bachelor's,1684705,5,4.0,5,180,22,94.5,7,19.0,1,7,5.0,4,No,Not Applicable,No,1,0
EMP08547,Employee_08547,Female,29,IT,QA Engineer,Kolkata,Full-Time,2020-07-30,2024-01-30 00:00:00,6.0,9.4,Master's,1573956,3,3.0,4,176,30,94.2,3,39.0,1,13,3.0,3,No,Not Applicable,Yes,1,0
EMP08548,Employee_08548,Male,36,IT,Software Engineer,Chennai,Full-Time,2025-07-21,2026-07-31 00:00:00,1.0,5.9,Bachelor's,1250850,3,4.0,3,124,11,94.7,2,18.0,0,4,3.0,4,No,Not Applicable,No,1,0
EMP08549,Employee_08549,Male,26,Marketing,Marketing Analyst,Kolkata,Full-Time,2022-12-23,2024-07-25 00:00:00,3.6,11.5,Bachelor's,1194502,4,3.0,1,178,22,90.9,5,38.0,1,8,4.0,3,Yes,Personal Reasons,No,0,1
EMP08550,Employee_08550,Female,24,Sales,Sales Executive,Mumbai,Full-Time,2020-06-24,2025-06-24 00:00:00,6.1,10.9,Master's,1121143,3,4.0,5,162,2,97.2,5,43.0,1,4,4.0,4,No,Not Applicable,Yes,1,0
EMP08551,Employee_08551,Male,27,Sales,Business Development Executive,Hyderabad,Full-Time,2018-02-07,2024-05-07 00:00:00,8.5,11.4,Bachelor's,1489847,5,5.0,4,172,11,91.6,7,28.0,2,5,5.0,4,No,Not Applicable,Yes,1,0
EMP08552,Employee_08552,Male,24,HR,Recruiter,Kolkata,Full-Time,2019-10-01,2026-07-31 00:00:00,6.8,9.8,Bachelor's,1006854,2,3.0,1,218,27,94.1,5,31.0,1,2,3.0,2,No,Not Applicable,Yes,1,0
EMP08553,Employee_08553,Female,24,IT,IT Manager,Mumbai,Full-Time,2016-08-31,2018-05-31 00:00:00,9.9,6.5,Bachelor's,1270298,4,4.0,3,182,14,91.2,3,23.0,1,6,4.0,4,No,Not Applicable,Yes,1,0
EMP08554,Employee_08554,Non-Binary,39,Finance,Accountant,Kolkata,Full-Time,2015-07-01,2026-05-20 00:00:00,11.1,14.8,MBA,1823746,1,2.0,3,172,18,92.2,3,50.0,3,2,1.0,2,Yes,Career Growth,No,0,1
EMP08555,Employee_08555,Male,28,Marketing,SEO Specialist,Kolkata,Full-Time,2020-06-23,2022-06-23 00:00:00,6.1,8.3,Bachelor's,1411779,5,4.0,4,172,14,96.1,8,59.0,0,4,4.0,4,No,Not Applicable,Yes,1,0
EMP08556,Employee_08556,Female,32,HR,HR Manager,Hyderabad,Full-Time,2024-06-01,2026-07-31 00:00:00,2.2,8.5,Bachelor's,1445795,5,3.0,2,196,19,95.6,6,32.0,1,6,5.0,3,No,Not Applicable,No,1,0
EMP08557,Employee_08557,Female,29,Finance,Accountant,Pune,Full-Time,2016-07-24,2021-01-24 00:00:00,10.0,17.1,Bachelor's,1944993,4,1.0,2,163,0,88.7,9,55.0,3,2,4.0,2,No,Not Applicable,Yes,1,0
EMP08558,Employee_08558,Male,24,Marketing,SEO Specialist,Hyderabad,Full-Time,2022-04-21,2026-07-31 00:00:00,4.3,10.5,MBA,1119006,5,3.0,4,176,5,98.8,7,52.0,1,6,5.0,3,No,Not Applicable,Yes,1,0
EMP08559,Employee_08559,Female,35,HR,Recruiter,Bengaluru,Full-Time,2023-09-15,2026-07-31 00:00:00,2.9,7.4,Diploma,1349956,4,3.0,4,179,9,95.3,7,39.0,2,5,4.0,3,No,Not Applicable,Yes,1,0
EMP08560,Employee_08560,Female,21,HR,Recruiter,Mumbai,Full-Time,2016-09-18,2023-12-18 00:00:00,9.9,15.9,Bachelor's,1421858,4,4.0,3,194,23,97.3,5,31.0,1,8,4.0,4,No,Not Applicable,Yes,1,0
EMP08561,Employee_08561,Male,25,IT,IT Manager,Mumbai,Full-Time,2022-08-05,2024-02-05 00:00:00,4.0,4.7,Diploma,1252754,4,3.0,4,153,8,94.5,6,64.0,2,8,4.0,4,No,Not Applicable,Yes,1,0
EMP08562,Employee_08562,Female,35,Marketing,Marketing Executive,Kolkata,Full-Time,2019-05-26,2022-02-26 00:00:00,7.2,8.0,MBA,1180646,2,3.0,3,176,5,100.0,1,18.0,2,7,2.0,3,No,Not Applicable,No,1,0
EMP08563,Employee_08563,Female,33,Operations,Operations Executive,Bengaluru,Full-Time,2017-01-17,2020-01-17 00:00:00,9.5,12.2,Bachelor's,1534180,5,5.0,3,186,24,94.8,9,50.0,2,7,5.0,5,No,Not Applicable,No,1,0
EMP08564,Employee_08564,Female,32,IT,QA Engineer,Mumbai,Full-Time,2025-10-18,2026-07-31 00:00:00,0.8,3.5,Master's,1196097,3,4.0,3,179,21,89.3,4,58.0,0,5,4.0,3,No,Not Applicable,No,1,0
EMP08565,Employee_08565,Male,27,Sales,Account Manager,Kolkata,Full-Time,2016-08-14,2022-02-14 00:00:00,10.0,13.3,Bachelor's,1224737,3,3.0,5,183,40,93.6,4,34.0,2,5,3.0,4,No,Not Applicable,Yes,1,0
EMP08566,Employee_08566,Female,32,HR,HR Manager,Hyderabad,Full-Time,2015-03-27,2021-12-27 00:00:00,11.3,11.7,Bachelor's,1361514,2,4.0,3,177,7,100.0,1,38.0,5,2,2.0,2,No,Not Applicable,Yes,1,0
EMP08567,Employee_08567,Non-Binary,36,Finance,Accountant,Kolkata,Full-Time,2023-05-07,2026-07-31 00:00:00,3.2,7.4,PhD,1471536,3,3.0,3,173,0,96.9,5,43.0,0,5,3.0,3,No,Not Applicable,No,1,0
EMP08568,Employee_08568,Female,35,Sales,Account Manager,Chennai,Full-Time,2017-05-03,2018-08-03 00:00:00,9.2,11.8,Bachelor's,1575864,5,3.0,4,132,1,98.0,5,21.0,5,0,4.0,4,No,Not Applicable,No,1,0
EMP08569,Employee_08569,Female,22,Operations,Process Associate,Mumbai,Full-Time,2016-03-21,2018-09-21 00:00:00,10.4,13.4,PhD,1266601,4,4.0,5,154,26,94.5,7,27.0,3,8,4.0,4,No,Not Applicable,Yes,1,0
EMP08570,Employee_08570,Female,42,IT,System Administrator,Chennai,Full-Time,2018-11-04,2022-08-04 00:00:00,7.7,6.6,Master's,1752522,3,4.0,3,140,1,98.0,4,12.0,2,9,3.0,4,No,Not Applicable,No,1,0
EMP08571,Employee_08571,Female,42,Sales,Sales Manager,Bengaluru,Full-Time,2017-03-13,2021-03-13 00:00:00,9.4,11.4,Bachelor's,1810591,4,4.0,3,154,22,94.4,8,26.0,1,9,4.0,3,No,Not Applicable,Yes,1,0
EMP08572,Employee_08572,Male,42,Marketing,SEO Specialist,Pune,Part-Time,2019-03-27,2022-05-11 00:00:00,7.3,4.6,Bachelor's,1298511,3,1.0,3,146,25,91.9,1,25.0,1,8,3.0,2,Yes,Better Opportunity,Yes,0,1
EMP08573,Employee_08573,Female,24,HR,HR Manager,Pune,Full-Time,2015-08-25,2020-11-25 00:00:00,10.9,13.3,Bachelor's,1349197,4,4.0,3,213,29,94.1,3,29.0,2,8,4.0,4,No,Not Applicable,No,1,0
EMP08574,Employee_08574,Female,37,HR,HR Executive,Hyderabad,Full-Time,2015-03-16,2021-09-16 00:00:00,11.4,11.1,Bachelor's,1548931,3,3.0,4,152,15,96.5,5,20.0,2,5,3.0,3,No,Not Applicable,No,1,0
EMP08575,Employee_08575,Female,35,Sales,Business Development Executive,Delhi,Full-Time,2022-01-03,2026-07-31 00:00:00,4.6,9.2,Bachelor's,1421764,3,5.0,2,161,12,93.5,3,43.0,0,3,3.0,3,No,Not Applicable,Yes,1,0
EMP08576,Employee_08576,Male,31,IT,System Administrator,Delhi,Full-Time,2023-02-21,2024-02-21 00:00:00,3.4,9.4,Bachelor's,1403942,3,3.0,4,146,0,94.6,6,38.0,1,4,3.0,3,No,Not Applicable,No,1,0
EMP08577,Employee_08577,Female,27,Sales,Sales Executive,Mumbai,Full-Time,2025-01-10,2026-07-31 00:00:00,1.6,8.6,Bachelor's,1099373,4,5.0,2,163,1,94.5,7,46.0,0,3,4.0,4,No,Not Applicable,No,1,0
EMP08578,Employee_08578,Female,45,IT,System Administrator,Mumbai,Full-Time,2019-04-18,2022-10-18 00:00:00,7.3,8.6,MBA,1708729,1,3.0,2,184,16,94.3,2,40.0,1,5,2.0,3,No,Not Applicable,No,1,0
EMP08579,Employee_08579,Male,40,Operations,Operations Analyst,Chennai,Full-Time,2017-06-25,2022-03-25 00:00:00,9.1,11.1,Bachelor's,1607270,3,3.0,3,190,13,92.3,7,28.0,2,3,4.0,3,No,Not Applicable,Yes,1,0
EMP08580,Employee_08580,Female,32,Operations,Operations Analyst,Chennai,Full-Time,2019-03-26,2024-03-26 00:00:00,7.3,10.7,Bachelor's,1444117,4,3.0,4,184,12,94.4,5,35.0,0,6,3.0,4,No,Not Applicable,No,1,0
EMP08581,Employee_08581,Male,36,Marketing,Marketing Manager,Kolkata,Full-Time,2017-10-04,2024-01-04 00:00:00,8.8,13.8,Bachelor's,1404915,3,3.0,4,138,3,95.8,3,40.0,0,3,4.0,4,No,Not Applicable,Yes,1,0
EMP08582,Employee_08582,Female,43,IT,Software Engineer,Mumbai,Full-Time,2015-11-26,2023-05-26 00:00:00,10.7,14.1,Bachelor's,2008827,1,3.0,4,157,29,93.9,4,25.0,2,11,1.0,2,No,Not Applicable,Yes,1,0
EMP08583,Employee_08583,Male,31,Sales,Sales Executive,Kolkata,Full-Time,2015-10-09,2017-07-09 00:00:00,10.8,12.9,Bachelor's,1631165,5,4.0,1,170,17,95.0,9,44.0,2,6,4.0,3,No,Not Applicable,No,1,0
EMP08584,Employee_08584,Female,42,Operations,Supply Chain Analyst,Ahmedabad,Full-Time,2018-08-21,2020-08-21 00:00:00,7.9,9.0,Master's,1571027,2,3.0,3,169,9,98.1,2,39.0,1,4,2.0,2,No,Not Applicable,No,1,0
EMP08585,Employee_08585,Female,45,IT,System Administrator,Mumbai,Full-Time,2018-04-04,2021-07-04 00:00:00,8.3,9.4,Master's,1923112,1,3.0,4,134,5,91.1,2,8.0,2,2,1.0,2,No,Not Applicable,No,1,0
EMP08586,Employee_08586,Male,32,Operations,Operations Manager,Kolkata,Full-Time,2018-10-14,2023-04-14 00:00:00,7.8,10.9,Master's,1363556,5,5.0,4,169,2,97.3,6,15.0,1,1,5.0,4,No,Not Applicable,Yes,1,0
EMP08587,Employee_08587,Female,48,Finance,Senior Accountant,Hyderabad,Full-Time,2019-11-14,2026-07-05 00:00:00,6.7,4.4,Bachelor's,1810100,4,2.0,3,172,0,94.0,8,9.0,4,4,5.0,3,Yes,Personal Reasons,No,0,1
EMP08588,Employee_08588,Female,29,Finance,Auditor,Pune,Full-Time,2019-01-31,2024-10-31 00:00:00,7.5,12.1,Master's,1537621,5,3.0,4,134,29,93.3,5,45.0,2,6,5.0,4,No,Not Applicable,Yes,1,0
EMP08589,Employee_08589,Male,24,HR,Talent Acquisition Specialist,Delhi,Full-Time,2024-07-01,2026-07-31 00:00:00,2.1,2.2,Bachelor's,536064,1,4.0,3,184,22,91.1,1,32.0,0,5,1.0,3,No,Not Applicable,Yes,1,0
EMP08590,Employee_08590,Female,30,HR,Recruiter,Hyderabad,Full-Time,2021-05-22,2026-07-31 00:00:00,5.2,7.6,Bachelor's,1094361,4,4.0,3,176,0,96.6,9,26.0,1,4,4.0,3,No,Not Applicable,Yes,1,0
EMP08591,Employee_08591,Female,31,Operations,Operations Analyst,Bengaluru,Full-Time,2018-05-06,2019-11-06 00:00:00,8.2,11.1,Master's,1467109,4,3.0,4,170,10,94.6,2,58.0,1,2,5.0,4,No,Not Applicable,Yes,1,0
EMP08592,Employee_08592,Female,22,Finance,Senior Accountant,Ahmedabad,Full-Time,2014-05-10,2017-02-10 00:00:00,12.2,13.6,Bachelor's,1179278,3,4.0,2,165,1,93.3,7,10.0,1,2,4.0,3,No,Not Applicable,No,1,0
EMP08593,Employee_08593,Female,30,IT,Software Engineer,Delhi,Full-Time,2022-11-26,2025-11-26 00:00:00,3.7,12.7,Bachelor's,1573939,2,1.0,3,184,1,99.5,3,16.0,0,4,2.0,1,No,Not Applicable,Yes,1,0
EMP08594,Employee_08594,Female,35,Finance,Auditor,Mumbai,Contract,2021-03-04,2025-06-04 00:00:00,5.4,7.9,Bachelor's,1431102,3,5.0,3,149,0,93.9,5,31.0,0,2,3.0,3,No,Not Applicable,No,1,0
EMP08595,Employee_08595,Male,29,Sales,Business Development Executive,Kolkata,Full-Time,2015-09-25,2021-03-25 00:00:00,10.8,13.0,Master's,1688578,4,4.0,3,141,11,96.3,5,23.0,3,7,5.0,4,No,Not Applicable,Yes,1,0
EMP08596,Employee_08596,Male,40,IT,Data Analyst,Mumbai,Part-Time,2023-11-07,2026-07-31 00:00:00,2.7,2.5,Bachelor's,1550572,4,4.0,2,150,0,97.3,6,27.0,0,2,4.0,3,No,Not Applicable,Yes,1,0
EMP08597,Employee_08597,Female,27,HR,HR Manager,Chennai,Full-Time,2022-07-21,2026-07-31 00:00:00,4.0,5.4,Master's,1324343,5,4.0,5,193,37,95.1,7,48.0,2,6,4.0,4,No,Not Applicable,No,1,0
EMP08598,Employee_08598,Female,32,Operations,Operations Manager,Kolkata,Full-Time,2023-02-02,2024-05-02 00:00:00,3.5,1.4,Bachelor's,935850,3,2.0,2,151,0,95.0,5,33.0,0,4,4.0,2,No,Not Applicable,No,1,0
EMP08599,Employee_08599,Female,33,Operations,Operations Executive,Ahmedabad,Full-Time,2016-05-19,2018-11-19 00:00:00,10.2,14.5,Master's,1520544,4,4.0,4,118,7,94.9,9,31.0,3,5,4.0,4,No,Not Applicable,No,1,0
EMP08600,Employee_08600,Male,29,IT,Software Engineer,Mumbai,Full-Time,2022-05-13,2026-02-13 00:00:00,4.2,7.9,Bachelor's,1442253,4,3.0,4,217,28,94.0,6,47.0,1,4,5.0,4,No,Not Applicable,Yes,1,0
EMP08601,Employee_08601,Male,37,Marketing,Digital Marketing Specialist,Delhi,Full-Time,2016-01-02,2020-01-02 00:00:00,10.6,18.6,Master's,1806614,4,3.0,4,147,11,98.2,4,44.0,0,3,4.0,4,No,Not Applicable,No,1,0
EMP08602,Employee_08602,Female,31,Sales,Sales Manager,Hyderabad,Full-Time,2020-06-08,2025-09-08 00:00:00,6.1,9.6,Bachelor's,1340988,4,4.0,4,203,7,95.4,10,46.0,1,2,2.0,4,No,Not Applicable,No,1,0
EMP08603,Employee_08603,Male,25,IT,Software Engineer,Mumbai,Full-Time,2020-11-01,2026-07-31 00:00:00,5.7,9.4,Bachelor's,1408898,4,5.0,4,187,13,92.6,5,17.0,0,8,4.0,3,No,Not Applicable,Yes,1,0
EMP08604,Employee_08604,Female,33,IT,System Administrator,Pune,Full-Time,2018-06-13,2026-03-13 00:00:00,8.1,12.2,MBA,1956851,4,5.0,3,165,27,93.9,6,40.0,3,4,4.0,4,No,Not Applicable,No,1,0
EMP08605,Employee_08605,Male,29,Finance,Financial Analyst,Chennai,Full-Time,2025-01-03,2026-01-03 00:00:00,1.6,3.5,Bachelor's,611519,1,4.0,3,155,19,99.8,3,39.0,0,4,1.0,3,No,Not Applicable,Yes,1,0
EMP08606,Employee_08606,Male,34,Operations,Supply Chain Analyst,Kolkata,Full-Time,2023-05-26,2025-08-26 00:00:00,3.2,10.0,MBA,1411312,4,3.0,5,174,18,95.5,5,45.0,1,5,4.0,4,No,Not Applicable,No,1,0
EMP08607,Employee_08607,Female,35,Operations,Operations Executive,Bengaluru,Full-Time,2014-03-01,2017-09-01 00:00:00,12.4,15.9,MBA,1618334,4,2.0,2,141,27,94.6,6,34.0,1,2,5.0,2,No,Not Applicable,Yes,1,0
EMP08608,Employee_08608,Female,25,Finance,Auditor,Delhi,Full-Time,2021-09-11,2026-06-11 00:00:00,4.9,10.3,Bachelor's,1420144,5,3.0,3,156,19,95.9,5,42.0,2,6,5.0,3,No,Not Applicable,Yes,1,0
EMP08609,Employee_08609,Female,45,IT,QA Engineer,Mumbai,Full-Time,2018-09-24,2023-09-24 00:00:00,7.8,12.8,Master's,2180063,4,3.0,5,182,14,93.4,5,31.0,3,4,5.0,4,No,Not Applicable,No,1,0
EMP08610,Employee_08610,Male,21,Sales,Sales Manager,Bengaluru,Full-Time,2020-07-04,2026-07-31 00:00:00,6.1,9.3,Bachelor's,1224191,4,5.0,4,145,8,94.7,9,21.0,4,3,3.0,4,No,Not Applicable,Yes,1,0
EMP08611,Employee_08611,Male,47,Marketing,Marketing Manager,Kolkata,Full-Time,2025-02-23,2026-07-31 00:00:00,1.4,5.7,Bachelor's,1651749,4,2.0,5,169,28,96.7,4,26.0,2,6,3.0,4,No,Not Applicable,Yes,1,0
EMP08612,Employee_08612,Female,25,IT,QA Engineer,Delhi,Full-Time,2021-05-04,2023-02-04 00:00:00,5.2,9.1,Bachelor's,1317615,4,3.0,3,200,16,99.0,3,41.0,1,2,5.0,3,No,Not Applicable,Yes,1,0
EMP08613,Employee_08613,Male,39,Finance,Senior Accountant,Chennai,Full-Time,2023-04-13,2025-04-13 00:00:00,3.3,11.1,Bachelor's,1886855,5,5.0,4,157,3,99.2,7,40.0,1,6,5.0,5,No,Not Applicable,Yes,1,0
EMP08614,Employee_08614,Female,21,Operations,Supply Chain Analyst,Kolkata,Full-Time,2016-08-10,2019-11-10 00:00:00,10.0,11.4,MBA,1179817,2,3.0,3,110,29,94.4,1,40.0,3,2,2.0,3,No,Not Applicable,Yes,1,0
EMP08615,Employee_08615,Female,33,Marketing,Marketing Manager,Pune,Full-Time,2016-01-24,2020-07-24 00:00:00,10.5,16.1,Bachelor's,1886484,5,4.0,3,185,12,91.7,1,39.0,3,3,5.0,4,No,Not Applicable,No,1,0
EMP08616,Employee_08616,Female,30,HR,HR Manager,Bengaluru,Full-Time,2016-06-10,2022-03-10 00:00:00,10.1,11.8,Bachelor's,1545595,4,5.0,5,170,0,89.5,7,35.0,4,5,5.0,5,No,Not Applicable,Yes,1,0
EMP08617,Employee_08617,Male,34,Sales,Sales Manager,Chennai,Full-Time,2020-04-27,2026-04-27 00:00:00,6.3,14.3,Bachelor's,1503834,3,3.0,3,142,0,94.9,4,42.0,2,5,3.0,3,No,Not Applicable,No,1,0
EMP08618,Employee_08618,Female,33,Sales,Account Manager,Hyderabad,Contract,2018-05-23,2025-08-23 00:00:00,8.2,12.1,Bachelor's,1588771,4,3.0,3,160,12,92.8,7,43.0,3,3,2.0,3,No,Not Applicable,Yes,1,0
EMP08619,Employee_08619,Female,25,Sales,Sales Manager,Ahmedabad,Full-Time,2023-04-13,2025-03-14 00:00:00,3.3,8.2,Bachelor's,1170251,3,2.0,4,159,14,98.1,5,12.0,1,8,3.0,2,Yes,Personal Reasons,Yes,0,1
EMP08620,Employee_08620,Male,29,Sales,Sales Analyst,Pune,Contract,2023-07-06,2025-01-06 00:00:00,3.1,2.9,Master's,1135743,5,3.0,3,180,14,96.0,4,39.0,2,5,5.0,2,No,Not Applicable,No,1,0
EMP08621,Employee_08621,Male,38,IT,IT Manager,Bengaluru,Full-Time,2025-11-08,2026-07-31 00:00:00,0.7,0.5,Bachelor's,1262146,2,3.0,4,172,11,93.1,1,35.0,0,4,3.0,3,No,Not Applicable,No,1,0
EMP08622,Employee_08622,Female,49,Marketing,Marketing Manager,Mumbai,Part-Time,2023-02-13,2026-02-13 00:00:00,3.5,9.7,Bachelor's,1526509,1,4.0,4,173,27,94.4,7,17.0,1,3,1.0,4,No,Not Applicable,Yes,1,0
EMP08623,Employee_08623,Female,37,Marketing,Marketing Analyst,Delhi,Full-Time,2017-08-16,2021-11-16 00:00:00,9.0,4.9,Bachelor's,1462468,4,4.0,4,197,13,97.1,6,19.0,5,7,4.0,4,No,Not Applicable,Yes,1,0
EMP08624,Employee_08624,Female,21,Marketing,Marketing Executive,Kolkata,Full-Time,2020-04-20,2025-10-20 00:00:00,6.3,7.9,Master's,1096875,4,4.0,2,191,17,97.9,6,31.0,1,4,3.0,4,No,Not Applicable,No,1,0
EMP08625,Employee_08625,Female,26,IT,Data Analyst,Kolkata,Full-Time,2021-10-11,2026-07-31 00:00:00,4.8,9.2,Bachelor's,1377005,4,4.0,4,137,0,96.9,6,23.0,1,3,5.0,4,No,Not Applicable,Yes,1,0
EMP08626,Employee_08626,Female,31,IT,QA Engineer,Mumbai,Full-Time,2019-07-26,2026-07-26 00:00:00,7.0,7.0,Master's,1164758,1,4.0,4,125,2,93.0,3,43.0,0,5,1.0,3,No,Not Applicable,Yes,1,0
EMP08627,Employee_08627,Male,27,IT,System Administrator,Pune,Full-Time,2017-08-08,2018-11-08 00:00:00,9.0,8.6,Master's,1448371,3,4.0,4,174,1,96.9,4,32.0,4,4,2.0,3,No,Not Applicable,Yes,1,0
EMP08628,Employee_08628,Male,32,IT,DevOps Engineer,Bengaluru,Full-Time,2018-04-25,2020-10-25 00:00:00,8.3,13.9,Bachelor's,1681422,3,1.0,3,216,30,95.7,3,35.0,3,5,4.0,3,No,Not Applicable,Yes,1,0
EMP08629,Employee_08629,Male,39,Marketing,Marketing Manager,Bengaluru,Full-Time,2020-07-19,2024-04-19 00:00:00,6.0,7.6,Master's,1575345,3,4.0,4,181,7,95.8,2,39.0,2,3,3.0,4,No,Not Applicable,Yes,1,0
EMP08630,Employee_08630,Female,33,Operations,Operations Analyst,Ahmedabad,Full-Time,2025-11-09,2026-07-31 00:00:00,0.7,1.6,MBA,1049262,5,3.0,4,219,17,91.6,5,31.0,0,6,5.0,4,No,Not Applicable,No,1,0
